Index,Method,Source,Lab,Lat (N),Long (E),Sample Name,Lithology,Mineral,Age (Ma),2sigma,p-value,MSWD,df,n,Age Type,Instrument,Journal,DOI,Coordinates From
890,FT ,"Heineke et al., 2019",19,37.95370,28.10340,14M35,Metamorphic massif,Apatite,5.20,4,0.500,,10,11,,EDM,Journal of Structural Geology,https://doi.org/10.1016/j.jsg.2019.103865,Precise coordinates
891,FT ,"Heineke et al., 2019",19,37.96820,28.08990,14M41,Metamorphic massif,Apatite,4.40,2.2,0.290,,10,11,,EDM,Journal of Structural Geology,https://doi.org/10.1016/j.jsg.2019.103865,Precise coordinates
892,FT ,"Heineke et al., 2019",19,37.96840,27.76140,15M57,Metamorphic massif,Apatite,10.60,6.6,0.990,,7,8,,EDM,Journal of Structural Geology,https://doi.org/10.1016/j.jsg.2019.103865,Precise coordinates
893,FT ,"Heineke et al., 2019",19,37.95740,27.75860,15M58,Metamorphic massif,Apatite,4.30,1.4,0.800,,21,22,,EDM,Journal of Structural Geology,https://doi.org/10.1016/j.jsg.2019.103865,Precise coordinates
894,FT ,"Heineke et al., 2019",19,38.00480,28.13800,16M90,Metamorphic massif,Apatite,12.90,2.6,0.990,,34,35,,EDM,Journal of Structural Geology,https://doi.org/10.1016/j.jsg.2019.103865,Precise coordinates
895,FT ,"Heineke et al., 2019",19,37.92270,28.08610,14M31,Metamorphic massif,Apatite,17.80,6.2,0.500,,14,15,,EDM,Journal of Structural Geology,https://doi.org/10.1016/j.jsg.2019.103865,Precise coordinates
896,FT ,"Heineke et al., 2019",19,38.43240,27.83550,14M19,Metamorphic massif,Zircon,9.80,2.4,0.690,,7,8,,EDM,Journal of Structural Geology,https://doi.org/10.1016/j.jsg.2019.103865,Precise coordinates
897,FT ,"Heineke et al., 2019",19,38.43090,27.73620,15M84,Metamorphic massif,Apatite,14.10,3.6,0.990,,24,25,,EDM,Journal of Structural Geology,https://doi.org/10.1016/j.jsg.2019.103865,Precise coordinates
898,FT ,"Heineke et al., 2019",19,38.48050,27.81050,11M1,Metamorphic massif,Zircon,32.80,5.8,0.020,,19,20,,EDM,Journal of Structural Geology,https://doi.org/10.1016/j.jsg.2019.103865,Precise coordinates
899,FT ,"Heineke et al., 2019",19,37.96840,27.76140,15M57,Metamorphic massif,Zircon,19.10,4.8,0.200,,19,20,,EDM,Journal of Structural Geology,https://doi.org/10.1016/j.jsg.2019.103865,Precise coordinates
900,FT ,"Heineke et al., 2019",19,37.92270,28.08610,14M31,Metamorphic massif,Zircon,29.00,3.8,0.080,,19,20,,EDM,Journal of Structural Geology,https://doi.org/10.1016/j.jsg.2019.103865,Precise coordinates
901,FT ,"Karaoğlan, 2016",18,37.47759,34.77534,FK88,Granitoid,Apatite,23.70,#REF!,0.307,,32,33,,EDM,Gondwana Research,https://doi.org/10.3906/yer-1504-17,Precise coordinates
902,FT ,"Karaoğlan, 2016",18,37.47819,34.77589,FK89,Granitoid,Apatite,20.50,#REF!,0.249,,41,42,,EDM,Gondwana Research,https://doi.org/10.3906/yer-1504-17,Precise coordinates
903,FT ,"Karaoğlan, 2016",18,37.47871,34.77684,FK90,Granitoid,Apatite,16.10,#REF!,0.590,,13,14,,EDM,Gondwana Research,https://doi.org/10.3906/yer-1504-17,Precise coordinates
904,FT ,"Karaoğlan, 2016",18,37.47906,34.77725,FK91,Granitoid,Apatite,19.40,#REF!,0.659,,45,46,,EDM,Gondwana Research,https://doi.org/10.3906/yer-1504-17,Precise coordinates
905,FT ,"Nilius et al., 2019",45,37.88020,27.72991,15M42,Augen gneiss,Apatite,16.10,#REF!,0.990,,16,17,,EDM,Journal of the Geological Society,https://doi.org/10.1144/jgs2018-162,Precise coordinates
906,FT ,"Nilius et al., 2019",45,37.96619,28.11728,15M44,Mica schist,Apatite,6.00,#REF!,0.960,,24,25,,EDM,Journal of the Geological Society,https://doi.org/10.1144/jgs2018-162,Precise coordinates
907,FT ,"Nilius et al., 2019",45,38.02442,28.13655,15M45,Mica schist,Apatite,9.00,#REF!,0.640,,24,25,,EDM,Journal of the Geological Society,https://doi.org/10.1144/jgs2018-162,Precise coordinates
908,FT ,"Nilius et al., 2019",45,38.02466,28.10558,15M46,Mica schist,Apatite,14.00,#REF!,0.990,,19,20,,EDM,Journal of the Geological Society,https://doi.org/10.1144/jgs2018-162,Precise coordinates
909,FT ,"Nilius et al., 2019",45,38.02466,28.10558,15M47,Mica schist,Apatite,11.40,#REF!,0.970,,9,10,,EDM,Journal of the Geological Society,https://doi.org/10.1144/jgs2018-162,Precise coordinates
910,FT ,"Nilius et al., 2019",45,38.00683,28.11189,15M48,Mica schist,Apatite,13.00,#REF!,1.000,,20,21,,EDM,Journal of the Geological Society,https://doi.org/10.1144/jgs2018-162,Precise coordinates
911,FT ,"Nilius et al., 2019",45,37.99857,28.10446,15M49,Mica schist,Apatite,13.30,#REF!,0.920,,20,21,,EDM,Journal of the Geological Society,https://doi.org/10.1144/jgs2018-162,Precise coordinates
912,FT ,"Nilius et al., 2019",45,38.04412,27.75315,15M52,Mica schist,Apatite,12.10,#REF!,1.000,,21,22,,EDM,Journal of the Geological Society,https://doi.org/10.1144/jgs2018-162,Precise coordinates
913,FT ,"Nilius et al., 2019",45,38.01768,27.74109,15M54,Mica schist,Apatite,13.20,#REF!,0.810,,12,13,,EDM,Journal of the Geological Society,https://doi.org/10.1144/jgs2018-162,Precise coordinates
914,FT ,"Nilius et al., 2019",45,38.00243,27.75802,15M55,Mica schist,Apatite,11.00,#REF!,1.000,,16,17,,EDM,Journal of the Geological Society,https://doi.org/10.1144/jgs2018-162,Precise coordinates
915,FT ,"Nilius et al., 2019",45,37.98357,27.76323,15M56,Mica schist,Apatite,15.40,#REF!,0.960,,24,25,,EDM,Journal of the Geological Society,https://doi.org/10.1144/jgs2018-162,Precise coordinates
916,FT ,"Nilius et al., 2019",45,37.96844,27.76144,15M57,Paragneiss,Apatite,10.60,#REF!,0.990,,7,8,,EDM,Journal of the Geological Society,https://doi.org/10.1144/jgs2018-162,Precise coordinates
917,FT ,"Nilius et al., 2019",45,37.95739,27.75863,15M58,Mica schist,Apatite,4.30,#REF!,0.800,,21,22,,EDM,Journal of the Geological Society,https://doi.org/10.1144/jgs2018-162,Precise coordinates
918,FT ,"Nilius et al., 2019",45,37.94882,27.75504,15M59,Paragneiss,Apatite,7.90,#REF!,0.280,,22,23,,EDM,Journal of the Geological Society,https://doi.org/10.1144/jgs2018-162,Precise coordinates
919,FT ,"Nilius et al., 2019",45,37.89713,27.62427,16M86,Augen gneiss,Apatite,23.50,#REF!,0.990,,19,20,,EDM,Journal of the Geological Society,https://doi.org/10.1144/jgs2018-162,Precise coordinates
920,FT ,"Nilius et al., 2019",45,37.98260,28.13009,16M87,Mica schist,Apatite,12.20,#REF!,0.780,,23,24,,EDM,Journal of the Geological Society,https://doi.org/10.1144/jgs2018-162,Precise coordinates
921,FT ,"Nilius et al., 2019",45,38.00618,28.13879,16M88,Paragneiss,Apatite,12.20,#REF!,0.970,,16,17,,EDM,Journal of the Geological Society,https://doi.org/10.1144/jgs2018-162,Precise coordinates
922,FT ,"Nilius et al., 2019",45,38.02486,28.06677,16M89,Orthogneiss,Apatite,15.30,#REF!,0.990,,16,17,,EDM,Journal of the Geological Society,https://doi.org/10.1144/jgs2018-162,Precise coordinates
923,FT ,"Nilius et al., 2019",45,38.00476,28.13803,16M90,Paragneiss,Apatite,12.90,#REF!,0.990,,34,35,,EDM,Journal of the Geological Society,https://doi.org/10.1144/jgs2018-162,Precise coordinates
924,FT ,"Nilius et al., 2019",45,37.95898,27.75963,16M94,Phyllite,Apatite,6.20,#REF!,1.000,,22,23,,EDM,Journal of the Geological Society,https://doi.org/10.1144/jgs2018-162,Precise coordinates
925,FT ,"Nilius et al., 2019",45,38.00100,27.81659,16M95,Paragneiss,Apatite,13.10,#REF!,1.000,,13,14,,EDM,Journal of the Geological Society,https://doi.org/10.1144/jgs2018-162,Precise coordinates
926,FT ,"Nilius et al., 2019",45,37.96945,27.79044,16M97,Mica schist,Apatite,9.60,#REF!,0.980,,6,7,,EDM,Journal of the Geological Society,https://doi.org/10.1144/jgs2018-162,Precise coordinates
927,FT ,"Okay et al., 2008b",6,40.07751,29.22045,TU22,Granite,Apatite,17.10,#REF!,0.855,,19,20,,EDM,Geological Society of America Bulletin,https://doi.org/10.1130/B26229.1,Coordinates gathered from map
928,FT ,"Okay et al., 2008b",6,40.10001,29.24008,TU23,Granite,Apatite,27.70,#REF!,0.844,,19,20,,EDM,Geological Society of America Bulletin,https://doi.org/10.1130/B26229.1,Coordinates gathered from map
929,FT ,"Okay et al., 2008b",6,40.09115,29.14120,TU25,Gneiss,Apatite,20.70,#REF!,0.865,,19,20,,EDM,Geological Society of America Bulletin,https://doi.org/10.1130/B26229.1,Coordinates gathered from map
930,FT ,"Okay et al., 2008b",6,40.09901,29.14021,TU26,Gneiss,Apatite,28.90,#REF!,1.000,,19,20,,EDM,Geological Society of America Bulletin,https://doi.org/10.1130/B26229.1,Coordinates gathered from map
931,FT ,"Okay et al., 2008b",6,40.10314,29.13977,TU27,Gneiss,Apatite,20.20,#REF!,0.918,,19,20,,EDM,Geological Society of America Bulletin,https://doi.org/10.1130/B26229.1,Coordinates gathered from map
932,FT ,"Okay et al., 2008b",6,40.10671,29.13871,TU28,Gneiss,Apatite,21.00,#REF!,0.398,,19,20,,EDM,Geological Society of America Bulletin,https://doi.org/10.1130/B26229.1,Coordinates gathered from map
933,FT ,"Okay et al., 2008b",6,40.11051,29.14110,TU29,Gneiss,Apatite,10.50,#REF!,1.000,,19,20,,EDM,Geological Society of America Bulletin,https://doi.org/10.1130/B26229.1,Coordinates gathered from map
934,FT ,"Okay et al., 2008b",6,40.03849,29.21494,TU31,Metagranite,Apatite,9.20,#REF!,0.977,,19,20,,EDM,Geological Society of America Bulletin,https://doi.org/10.1130/B26229.1,Coordinates gathered from map
935,FT ,"Okay et al., 2008b",6,40.02455,29.33968,TU105,Gneiss,Apatite,22.00,#REF!,0.999,,19,20,,EDM,Geological Society of America Bulletin,https://doi.org/10.1130/B26229.1,Coordinates gathered from map
936,FT ,"Okay et al., 2008b",6,40.02261,29.35317,TU103,Gneiss,Apatite,14.30,#REF!,0.972,,19,20,,EDM,Geological Society of America Bulletin,https://doi.org/10.1130/B26229.1,Coordinates gathered from map
937,FT ,"Okay et al., 2008b",6,40.00063,29.19393,TU32,Granodiorite,Apatite,30.40,#REF!,0.409,,19,20,,EDM,Geological Society of America Bulletin,https://doi.org/10.1130/B26229.1,Coordinates gathered from map
938,FT ,"Okay et al., 2008b",6,40.10686,29.16102,TU24,Acidic tuff,Apatite,26.30,#REF!,0.492,,19,20,,EDM,Geological Society of America Bulletin,https://doi.org/10.1130/B26229.1,Coordinates gathered from map
939,FT ,"Okay et al., 2010",6,38.70000,40.17500,TU138,Gneiss,Apatite,13.80,#REF!,1.000,,15,16,,EDM,Geological Society of America Bulletin,https://doi.org/10.1130/G30234.1,Precise coordinates
940,FT ,"Okay et al., 2010",6,38.70003,40.17452,TU145,Metagranite,Apatite,14.60,#REF!,0.820,,19,20,,EDM,Geological Society of America Bulletin,https://doi.org/10.1130/G30234.1,Precise coordinates
941,FT ,"Okay et al., 2010",6,38.36400,38.79000,TU149,Gneiss,Apatite,18.00,#REF!,0.870,,19,20,,EDM,Geological Society of America Bulletin,https://doi.org/10.1130/G30234.1,Precise coordinates
942,FT ,"Okay et al., 2020a",6,39.87504,31.80515,TU8817,Granite,Apatite,69.80,#REF!,0.520,,19,20,,EDM,Turkish Journal of Earth Sciences,https://doi.org/10.3906/yer-2003-10,Coordinates gathered from map
943,FT ,"Okay et al., 2020a",6,39.87759,31.79956,TU9022,Granite,Apatite,64.10,#REF!,0.976,,19,20,,EDM,Turkish Journal of Earth Sciences,https://doi.org/10.3906/yer-2003-10,Coordinates gathered from map
944,FT ,"Okay et al., 2020a",6,39.88793,31.80904,TU8818,Granite,Apatite,72.00,#REF!,0.405,,19,20,,EDM,Turkish Journal of Earth Sciences,https://doi.org/10.3906/yer-2003-10,Coordinates gathered from map
945,FT ,"Okay et al., 2020a",6,39.89694,31.81790,TU8820,Granite,Apatite,61.00,#REF!,0.745,,19,20,,EDM,Turkish Journal of Earth Sciences,https://doi.org/10.3906/yer-2003-10,Coordinates gathered from map
946,FT ,"Okay et al., 2020a",6,39.90951,31.80822,TU8823,Granite,Apatite,54.30,#REF!,0.600,,19,20,,EDM,Turkish Journal of Earth Sciences,https://doi.org/10.3906/yer-2003-10,Coordinates gathered from map
947,FT ,"Okay et al., 2020a",6,39.90436,31.82193,TU8821,Granite,Apatite,66.80,#REF!,0.287,,19,20,,EDM,Turkish Journal of Earth Sciences,https://doi.org/10.3906/yer-2003-10,Coordinates gathered from map
948,FT ,"Okay et al., 2020a",6,39.95519,31.74374,TU9456,Granite,Apatite,46.90,#REF!,0.696,,19,20,,EDM,Turkish Journal of Earth Sciences,https://doi.org/10.3906/yer-2003-10,Coordinates gathered from map
949,FT ,"Okay et al., 2020a",6,39.98859,31.74440,TU9450,Granite,Apatite,60.00,#REF!,0.180,,19,20,,EDM,Turkish Journal of Earth Sciences,https://doi.org/10.3906/yer-2003-10,Coordinates gathered from map
950,FT ,"Okay et al., 2022",6,39.46264,31.94826,9384,Granite,Apatite,42.10,#REF!,0.110,,19,20,,EDM,Lithos,https://doi.org/10.1016/j.lithos.2022.106816,Precise coordinates
951,FT ,"Okay et al., 2022",6,39.38796,32.01244,9413,Granite,Apatite,29.30,#REF!,0.320,,19,20,,EDM,Lithos,https://doi.org/10.1016/j.lithos.2022.106816,Precise coordinates
952,FT ,"Okay et al., 2022",6,39.57753,31.63722,9429,Granite,Apatite,32.60,#REF!,0.300,,19,20,,EDM,Lithos,https://doi.org/10.1016/j.lithos.2022.106816,Precise coordinates
953,FT ,"Okay et al., 2022",6,39.50669,31.87163,9404,Granite,Apatite,37.00,#REF!,0.600,,19,20,,EDM,Lithos,https://doi.org/10.1016/j.lithos.2022.106816,Precise coordinates
954,FT ,"Okay et al., 2022",6,39.71504,31.46214,9431,Granite,Apatite,33.30,#REF!,0.140,,19,20,,EDM,Lithos,https://doi.org/10.1016/j.lithos.2022.106816,Precise coordinates
955,FT ,"Ring et al., 2017",43,37.64111,28.31389,THT28,Augen gneiss,Apatite,20.50,2.7,0.998,,19,20,,EDM,Tectonophysics,http://dx.doi.org/10.1016/j.tecto.2017.06.019,Precise coordinates
956,FT ,"Ring et al., 2017",43,37.51694,28.35056,THT29,Quartzite,Apatite,18.10,10.5,0.914,,19,20,,EDM,Tectonophysics,http://dx.doi.org/10.1016/j.tecto.2017.06.019,Precise coordinates
957,FT ,"Ring et al., 2017",43,37.39194,28.80028,THT31,Augen gneiss,Apatite,27.70,10.1,0.950,,13,14,,EDM,Tectonophysics,http://dx.doi.org/10.1016/j.tecto.2017.06.019,Precise coordinates
958,FT ,"Ring et al., 2017",43,37.44806,27.70667,THT33,Mica schist,Apatite,25.40,8.3,0.891,,19,20,,EDM,Tectonophysics,http://dx.doi.org/10.1016/j.tecto.2017.06.019,Precise coordinates
959,FT ,"Ring et al., 2017",43,37.45306,27.71778,THT34,Augen gneiss,Apatite,26.50,7.4,0.938,,19,20,,EDM,Tectonophysics,http://dx.doi.org/10.1016/j.tecto.2017.06.019,Precise coordinates
960,FT ,"Ring et al., 2017",43,37.39333,27.75111,THT35,Quartzite,Apatite,27.80,7,0.912,,19,20,,EDM,Tectonophysics,http://dx.doi.org/10.1016/j.tecto.2017.06.019,Precise coordinates
961,FT ,"Ring et al., 2017",43,37.47639,27.58472,THT37,Quartzite,Apatite,23.90,5.6,0.972,,19,20,,EDM,Tectonophysics,http://dx.doi.org/10.1016/j.tecto.2017.06.019,Precise coordinates
962,FT ,"Ring et al., 2017",43,37.64111,28.31389,THT28,Augen gneiss,Zircon,30.20,2.4,0.516,,19,20,,EDM,Tectonophysics,http://dx.doi.org/10.1016/j.tecto.2017.06.019,Precise coordinates
963,FT ,"Ring et al., 2017",43,37.51694,28.35056,THT29,Quartzite,Zircon,29.20,4.9,0.979,,10,11,,EDM,Tectonophysics,http://dx.doi.org/10.1016/j.tecto.2017.06.019,Precise coordinates
964,FT ,"Ring et al., 2017",43,37.39194,28.80028,THT31,Augen gneiss,Zircon,30.80,3.4,0.999,,7,8,,EDM,Tectonophysics,http://dx.doi.org/10.1016/j.tecto.2017.06.019,Precise coordinates
965,FT ,"Ring et al., 2017",43,37.37917,27.79444,THT32,Quartzite,Zircon,30.80,2.8,0.997,,19,20,,EDM,Tectonophysics,http://dx.doi.org/10.1016/j.tecto.2017.06.019,Precise coordinates
966,FT ,"Ring et al., 2017",43,37.45306,27.71778,THT34,Augen gneiss,Zircon,30.50,3.4,0.997,,19,20,,EDM,Tectonophysics,http://dx.doi.org/10.1016/j.tecto.2017.06.019,Precise coordinates
967,FT ,"Ring et al., 2017",43,37.39333,27.75111,THT35,Quartzite,Zircon,30.20,2.7,0.990,,11,12,,EDM,Tectonophysics,http://dx.doi.org/10.1016/j.tecto.2017.06.019,Precise coordinates
968,FT ,"Ring et al., 2017",43,37.47639,27.58472,THT37,Quartzite,Zircon,32.00,4.7,0.997,,14,15,,EDM,Tectonophysics,http://dx.doi.org/10.1016/j.tecto.2017.06.019,Precise coordinates
969,FT ,"Thomson and Ring, 2006",43,39.03417,28.76778,THT1,Quartzite,Apatite,21.20,5.5,0.714,,18,19,,EDM,Tectonics,https://doi.org/10.1029/2005TC001833,Precise coordinates
970,FT ,"Thomson and Ring, 2006",43,39.03417,28.76778,THT1,Quartzite,Zircon,23.60,2.2,0.953,,19,20,,EDM,Tectonics,https://doi.org/10.1029/2005TC001833,Precise coordinates
971,FT ,"Thomson and Ring, 2006",43,39.08250,28.95583,THT2,Leucogranite,Apatite,17.50,2.6,0.990,,17,18,,EDM,Tectonics,https://doi.org/10.1029/2005TC001833,Precise coordinates
972,FT ,"Thomson and Ring, 2006",43,39.08417,28.93250,THT3,Mica schist,Apatite,17.30,2,0.985,,19,20,,EDM,Tectonics,https://doi.org/10.1029/2005TC001833,Precise coordinates
973,FT ,"Thomson and Ring, 2006",43,39.08417,28.93250,THT3,Mica schist,Zircon,21.10,1.5,0.980,,19,20,,EDM,Tectonics,https://doi.org/10.1029/2005TC001833,Precise coordinates
974,FT ,"Thomson and Ring, 2006",43,39.08444,28.96722,THT4,Mica schist,Apatite,15.60,2.5,0.986,,19,20,,EDM,Tectonics,https://doi.org/10.1029/2005TC001833,Precise coordinates
975,FT ,"Thomson and Ring, 2006",43,39.08444,28.96722,THT4,Mica schist,Zircon,20.10,1.4,0.308,,13,14,,EDM,Tectonics,https://doi.org/10.1029/2005TC001833,Precise coordinates
976,FT ,"Thomson and Ring, 2006",43,39.08972,28.96167,THT5,Leucogranite,Apatite,14.00,1.8,0.999,,19,20,,EDM,Tectonics,https://doi.org/10.1029/2005TC001833,Precise coordinates
977,FT ,"Thomson and Ring, 2006",43,39.08972,28.96167,THT5,Leucogranite,Zircon,19.90,1.7,0.672,,19,20,,EDM,Tectonics,https://doi.org/10.1029/2005TC001833,Precise coordinates
978,FT ,"Thomson and Ring, 2006",43,39.13250,29.02694,THT6,Schist,Apatite,17.60,9.9,0.180,,2,3,,EDM,Tectonics,https://doi.org/10.1029/2005TC001833,Precise coordinates
979,FT ,"Thomson and Ring, 2006",43,39.13250,29.02694,THT6,Schist,Zircon,20.90,1.8,0.964,,19,20,,EDM,Tectonics,https://doi.org/10.1029/2005TC001833,Precise coordinates
980,FT ,"Thomson and Ring, 2006",43,39.16056,29.08778,THT7,Granite,Apatite,14.90,4.1,0.976,,19,20,,EDM,Tectonics,https://doi.org/10.1029/2005TC001833,Precise coordinates
981,FT ,"Thomson and Ring, 2006",43,39.16056,29.08778,THT7,Granite,Zircon,20.50,1.5,0.254,,19,20,,EDM,Tectonics,https://doi.org/10.1029/2005TC001833,Precise coordinates
982,FT ,"Thomson and Ring, 2006",43,39.27083,29.14750,THT8,Granite,Apatite,13.90,4.2,0.938,,19,20,,EDM,Tectonics,https://doi.org/10.1029/2005TC001833,Precise coordinates
983,FT ,"Thomson and Ring, 2006",43,39.27083,29.14750,THT8,Granite,Zircon,21.00,1.5,0.194,,19,20,,EDM,Tectonics,https://doi.org/10.1029/2005TC001833,Precise coordinates
984,FT ,"Thomson and Ring, 2006",43,39.29639,29.08333,THT9,Granite,Apatite,14.90,3.3,0.945,,19,20,,EDM,Tectonics,https://doi.org/10.1029/2005TC001833,Precise coordinates
985,FT ,"Thomson and Ring, 2006",43,39.29639,29.08333,THT9,Granite,Zircon,21.60,1.5,0.549,,19,20,,EDM,Tectonics,https://doi.org/10.1029/2005TC001833,Precise coordinates
986,FT ,"Thomson and Ring, 2006",43,39.34361,29.07500,THT10,Granite,Apatite,14.10,3.3,0.999,,19,20,,EDM,Tectonics,https://doi.org/10.1029/2005TC001833,Precise coordinates
987,FT ,"Thomson and Ring, 2006",43,39.34361,29.07500,THT10,Granite,Zircon,21.10,1.5,0.850,,19,20,,EDM,Tectonics,https://doi.org/10.1029/2005TC001833,Precise coordinates
988,FT ,"Thomson and Ring, 2006",43,39.26806,29.04806,THT11,Granite,Apatite,15.40,3.5,0.999,,19,20,,EDM,Tectonics,https://doi.org/10.1029/2005TC001833,Precise coordinates
989,FT ,"Thomson and Ring, 2006",43,39.26806,29.04806,THT11,Granite,Zircon,22.50,1.6,0.394,,19,20,,EDM,Tectonics,https://doi.org/10.1029/2005TC001833,Precise coordinates
990,FT ,"Thomson and Ring, 2006",43,39.39528,29.03972,THT15,Granite,Apatite,12.90,3.3,0.986,,19,20,,EDM,Tectonics,https://doi.org/10.1029/2005TC001833,Precise coordinates
991,FT ,"Thomson and Ring, 2006",43,39.39528,29.03972,THT15,Granite,Zircon,22.20,1.5,0.958,,19,20,,EDM,Tectonics,https://doi.org/10.1029/2005TC001833,Precise coordinates
992,FT ,"Thomson and Ring, 2006",43,39.38806,29.02694,THT16,Granite,Apatite,14.70,3.7,0.998,,19,20,,EDM,Tectonics,https://doi.org/10.1029/2005TC001833,Precise coordinates
993,FT ,"Thomson and Ring, 2006",43,39.38806,29.02694,THT16,Granite,Zircon,21.40,1.5,0.948,,19,20,,EDM,Tectonics,https://doi.org/10.1029/2005TC001833,Precise coordinates
994,FT ,"Thomson and Ring, 2006",43,39.28722,28.97444,THT17,Granite mylonite,Apatite,21.90,3.4,0.999,,19,20,,EDM,Tectonics,https://doi.org/10.1029/2005TC001833,Precise coordinates
995,FT ,"Thomson and Ring, 2006",43,39.28722,28.97444,THT17,Granite mylonite,Zircon,22.50,1.5,0.217,,19,20,,EDM,Tectonics,https://doi.org/10.1029/2005TC001833,Precise coordinates
996,FT ,"Thomson and Ring, 2006",43,39.36000,28.96806,THT18,Pegmatite,Apatite,21.40,2.7,0.999,,16,17,,EDM,Tectonics,https://doi.org/10.1029/2005TC001833,Precise coordinates
997,FT ,"Thomson and Ring, 2006",43,39.30722,28.95139,THT19,Granite,Apatite,23.90,4,0.994,,19,20,,EDM,Tectonics,https://doi.org/10.1029/2005TC001833,Precise coordinates
998,FT ,"Thomson and Ring, 2006",43,39.30722,28.95139,THT19,Granite,Zircon,24.20,1.7,0.154,,19,20,,EDM,Tectonics,https://doi.org/10.1029/2005TC001833,Precise coordinates
999,FT ,"Thomson and Ring, 2006",43,39.22444,28.88083,THT20,Granite,Apatite,27.10,6.2,0.967,,7,8,,EDM,Tectonics,https://doi.org/10.1029/2005TC001833,Precise coordinates
1000,FT ,"Thomson and Ring, 2006",43,39.22444,28.88083,THT20,Granite,Zircon,23.70,1.9,0.539,,19,20,,EDM,Tectonics,https://doi.org/10.1029/2005TC001833,Precise coordinates
1001,FT ,"Thomson and Ring, 2006",43,39.21389,28.89722,THT21,Granite boudin,Apatite,22.90,3,0.927,,19,20,,EDM,Tectonics,https://doi.org/10.1029/2005TC001833,Precise coordinates
1002,FT ,"Thomson and Ring, 2006",43,39.21389,28.89722,THT21,Granite boudin,Zircon,23.70,1.9,0.959,,19,20,,EDM,Tectonics,https://doi.org/10.1029/2005TC001833,Precise coordinates
1003,FT ,"Thomson and Ring, 2006",43,39.19861,28.80833,THT22,Granite,Apatite,29.80,4.5,0.419,,19,20,,EDM,Tectonics,https://doi.org/10.1029/2005TC001833,Precise coordinates
1004,FT ,"Thomson and Ring, 2006",43,39.19861,28.80833,THT22,Granite,Zircon,28.80,2,0.534,,19,20,,EDM,Tectonics,https://doi.org/10.1029/2005TC001833,Precise coordinates
1005,FT ,"Thomson and Ring, 2006",43,39.09000,29.04444,THT23,Granite,Apatite,20.30,4.6,0.999,,19,20,,EDM,Tectonics,https://doi.org/10.1029/2005TC001833,Precise coordinates
1006,FT ,"Thomson and Ring, 2006",43,39.09000,29.04444,THT23,Granite,Zircon,22.90,1.6,0.675,,19,20,,EDM,Tectonics,https://doi.org/10.1029/2005TC001833,Precise coordinates
1007,FT ,"Thomson and Ring, 2006",43,38.71389,28.92556,THT24,Augen gneiss,Apatite,16.30,2.4,0.943,,19,20,,EDM,Tectonics,https://doi.org/10.1029/2005TC001833,Precise coordinates
1008,FT ,"Thomson and Ring, 2006",43,38.71389,28.92556,THT24,Augen gneiss,Zircon,23.90,1.9,0.887,,19,20,,EDM,Tectonics,https://doi.org/10.1029/2005TC001833,Precise coordinates
1009,FT ,"Thomson and Ring, 2006",43,38.66972,29.01972,THT25,Leucogranite,Apatite,10.00,2.4,0.843,,7,8,,EDM,Tectonics,https://doi.org/10.1029/2005TC001833,Precise coordinates
1010,FT ,"Thomson and Ring, 2006",43,38.44583,28.53194,THT26,Mica schist,Apatite,17.30,4.8,0.991,,19,20,,EDM,Tectonics,https://doi.org/10.1029/2005TC001833,Precise coordinates
1011,FT ,"Thomson and Ring, 2006",43,38.44583,28.53194,THT26,Mica schist,Zircon,24.40,3,0.904,,8,9,,EDM,Tectonics,https://doi.org/10.1029/2005TC001833,Precise coordinates
1012,FT ,"Thomson and Ring, 2006",43,38.39639,28.47556,THT27,Granite,Apatite,16.30,5.1,0.890,,8,9,,EDM,Tectonics,https://doi.org/10.1029/2005TC001833,Precise coordinates
1013,FT ,Thomson and Ring 2006,43,38.39639,28.47556,THT27,Granite,Zircon,24.60,2.3,1.000,,16,17,,EDM,Tectonics,https://doi.org/10.1029/2005TC001833,Precise coordinates
1014,FT ,"Topak, 2022",31,37.92237,37.83154,ysf-aft1,Granite,Apatite,26.24,#REF!,0.570,,15,16,,LA-ICPMS,Turkish Journal of Earth Sciences,https://doi.org/10.55730/1300-0985.1761,Precise coordinates
1015,FT ,"Topak, 2022",31,37.92509,37.83421,ysf-aft2,Granodiorite,Apatite,30.50,#REF!,1.000,,18,19,,LA-ICPMS,Turkish Journal of Earth Sciences,https://doi.org/10.55730/1300-0985.1761,Precise coordinates
1016,FT ,"Topak, 2022",31,37.93444,37.82383,ysf-aft3,Granodiorite,Apatite,32.12,#REF!,0.810,,42,43,,LA-ICPMS,Turkish Journal of Earth Sciences,https://doi.org/10.55730/1300-0985.1761,Precise coordinates
1017,FT ,"Topak, 2022",31,37.93452,37.82400,ysf-aft4,Granite,Apatite,42.33,#REF!,0.071,,25,26,,LA-ICPMS,Turkish Journal of Earth Sciences,https://doi.org/10.55730/1300-0985.1761,Precise coordinates
1018,FT ,"Umhoefer et al., 2007",nd,37.49310,34.43651,ND01-5,Granite,Apatite,17.00,3,0.844,,7,8,,EDM,Geological Society of America Bulletin,https://doi.org/10.1130/2007.2434(03),Precise coordinates
1019,FT ,"Umhoefer et al., 2007",nd,37.49320,34.43282,ND01-6A,Quartzite,Apatite,15.70,3.1,0.963,,4,5,,EDM,Geological Society of America Bulletin,https://doi.org/10.1130/2007.2434(03),Precise coordinates
